Размер квадрата: 1000
Средняя длина трубки: 100
Радиус: 1
Количество испытаний: 5
Межчастичный слой: 5
      x|      y|      k|
360.352|377.048|96.1254|
316.885|681.764|105.471|
509.106|968.713|96.0914|
106.638|555.513|  94.48|
568.147|300.067| 90.989|
897.735|384.367|90.9553|
310.967|236.464|92.2534|
700.679|920.673| 100.45|
372.834|977.428|99.8897|
 293.07|690.062|105.142|
516.779| 435.99|98.8455|
975.246|462.973|98.6227|
846.338|739.055|109.389|
312.624|111.509|102.281|
207.493|362.968|101.601|
795.994|828.751|104.909|
464.733|707.655|104.952|
152.152|747.253|99.5645|
 428.73|389.029|93.4773|
251.798|941.828| 108.27|
 194.51|434.556|95.0483|
860.078|874.413|100.449|
695.155|920.595|105.896|
19.8124|702.587|108.261|
705.081|438.001|90.4854|
719.429|513.572|99.3792|
632.051|842.197|102.626|
782.339|378.489| 104.85|
16.6221|292.333|109.538|
282.273|137.678|105.299|
474.736|796.526|92.0591|
242.154|786.503|92.1568|
418.179|0.641099|100.199|
40.3931|607.029|99.7202|
527.516|348.912| 92.164|
 140.75|75.0324|96.1403|
132.403|370.291|95.8488|
165.834|833.191|105.119|
 227.34|162.201|100.157|
 915.62|101.566|96.2934|
615.604|323.806|96.1191|
 410.67|998.489|107.082|
961.043|757.581|106.391|
162.587| 348.13|91.6279|
723.786|170.343|91.7711|
257.462|279.653|99.7108|
654.093|309.638|95.5976|
65.9227|863.406|99.4854|
618.306|132.442| 106.41|
900.982|986.035|98.2387|
414.852|511.341|109.562|
843.627|76.6088|100.404|
875.495| 973.34|106.271|
519.647|247.397|102.433|
266.251|131.169|103.312|
9.49149|40.6264|96.3912|
531.152|99.1081|93.2482|
990.489|243.619|95.4368|
446.767|695.503|107.174|
395.308|783.136|90.5391|
635.275|889.722|96.3426|
793.979|77.7245|107.635|
27.4717|493.241|103.651|
 900.97|859.444|95.1628|
280.807|614.145|100.333|
962.178|121.695|102.808|
281.644|900.872|98.9161|
985.277|507.674|105.558|
706.292|757.175|92.6922|
147.845|780.621|109.836|
799.986|94.4722|105.872|
916.645|839.554|90.0079|
 441.69|353.985|92.7284|
998.648|950.168|92.8861|
2.60735|733.218|91.7237|
556.998|812.731|93.2307|
825.724|900.393|97.7469|
220.059|608.922|109.953|
611.925|486.633|103.602|
815.662|698.556|90.0217|
536.211| 299.16|97.6341|
607.846|387.445|91.9161|
43.6279|486.183|102.455|
784.173|44.5853|94.7184|
 147.62|17.7533|97.2789|
282.461|200.833|102.432|
370.849|228.754|98.9959|
257.539|7.88526|97.7778|
12.5537|394.972|92.7744|
941.774|338.067|103.048|
672.701|578.732|109.894|
643.641|538.575|101.903|
92.8014|15.3818|96.1986|
495.573|569.485|106.983|
 195.68|182.292|106.169|
759.289|319.259|97.7224|
455.147|728.144|90.7708|
 157.96|486.347|100.384|
28.0678|667.663|101.472|
752.738|480.532|104.211|
933.092|628.159|97.2845|
438.952|978.191|100.805|
194.468|553.306|96.2833|
138.192|894.561|91.7637|
777.642|809.443|98.8325|
792.374|609.528|106.728|
 35.959|474.156|96.4681|
544.337|526.314| 100.33|
35.4332|12.1194|93.5506|
508.442|463.504|96.3588|
632.008|855.743|106.828|
915.209|693.139|107.468|
 294.59| 487.02|90.6681|
526.077|598.492|95.2611|
660.008|718.064|101.692|
400.887|569.871|93.9788|
321.939|230.949|98.7066|
 822.89| 288.79|95.0336|
836.136|486.477|99.4083|
119.879|88.4284|90.0084|
 411.91|482.448|  91.87|
209.855|51.2389|105.271|
157.718|741.278|97.7272|
968.198| 826.14|99.7476|
228.724|947.783|98.7439|
819.838|383.287|91.2852|
 585.65|68.1115|107.482|
197.154|588.378|109.135|
536.364|250.022|109.475|
985.261|645.501| 91.811|
315.332| 318.99|  107.6|
73.6034|295.094|105.025|
269.457|763.845| 103.53|
821.404|893.429|90.1209|
851.019|496.313|100.552|
994.574| 857.49|96.6084|
354.035|595.683|108.671|
357.093|100.831|100.165|
820.145|634.955|93.8941|
532.402|948.313|101.314|
563.214|977.539|99.6914|
741.442|79.6213|107.833|
498.072|534.765|109.188|
602.924|770.408|108.719|
61.7719|737.519| 100.57|
205.322|16.0161|104.053|
89.9329|931.585|98.3654|
262.421|    907|90.2818|
598.361|221.358|104.206|
 258.66|534.674|98.6549|
925.705|971.968|93.0176|
494.783|223.727|98.5273|
125.977|415.364|109.626|
750.862|694.241|93.7932|
106.729|598.896| 98.468|
908.387|763.732|97.7855|
207.143|41.2091|99.6445|
765.798|225.657| 101.91|
  645.5|159.797|109.086|
309.668|185.116|95.3364|
901.976|45.4732|94.2761|
943.945|501.748|104.742|
512.311|695.702|102.635|
930.309|863.815| 106.53|
304.779|962.369|103.581|
614.914|710.861|93.5967|
23.4068|135.298|107.971|
513.221|695.792|96.8311|
334.044|123.995|107.292|
680.492|65.9971|94.6153|
422.266|472.153|94.1644|
556.463|136.495|99.5194|
897.887|615.679|90.3031|
82.1191|327.537|101.146|
18.9859| 237.85|99.1416|
 965.74|548.892|92.5374|
450.754|942.447|98.2958|
462.215|983.692|105.138|
498.993|472.836|100.934|
 577.79|602.692|105.062|
245.771|244.828|97.9383|
62.4883|309.532|105.267|
807.361|654.602| 92.577|
933.335|213.476|99.6956|
933.992|640.974|102.651|
433.766|455.838|96.7442|
18.9455| 507.43|105.254|
783.028|755.628|98.0558|
 897.86|102.537|106.918|
795.557|951.177|91.8163|
 177.96|729.871|102.306|
0.859557|507.115|93.0601|
224.247|546.372|105.067|
203.686|389.514|90.9249|
Реальная плотность: 0.049856
********************************************************************
Испытание3
Плотность: 0.05
********************************************************************
712.519|  954.8|105.708|
852.255|646.098|99.6448|
948.337|11.4288|93.2788|
745.969|893.233|107.825|
 481.38|986.722|97.1309|
927.283|990.664|103.521|
660.922|792.384|95.9084|
58.8502|630.548|103.335|
226.414|332.377|94.3249|
253.403|467.123|102.459|
821.865|705.106| 95.678|
337.032|770.427|109.841|
203.335|601.314|108.806|
73.0745|540.192|  98.36|
493.806|263.856|109.415|
 260.78|208.666|94.5185|
299.225|980.193|99.4181|
192.352|703.943|98.9267|
318.785|100.362|92.4694|
786.928|814.959|105.353|
 426.65|264.626|105.739|
195.543|307.435|91.7785|
262.935| 559.29|102.954|
283.106|487.822| 99.999|
973.913|72.5451|105.505|
706.146|268.009| 104.28|
451.811|934.415| 95.641|
368.464|158.413|93.5763|
158.332|381.467|105.838|
38.2935|802.585|96.7677|
846.013|274.526| 97.593|
456.023|593.208|96.4631|
75.7475|314.247|95.4033|
470.522|779.947|104.931|
657.548|259.872|104.729|
 498.31| 227.15| 99.627|
287.542|979.922|90.6679|
293.244|185.039|103.546|
737.457|781.878|103.586|
516.175|364.534|102.622|
168.953|662.539|90.8831|
177.026|191.018|101.916|
419.636|55.5682|100.554|
3.66097|444.599|109.102|
205.076|850.869|90.7166|
44.4596|48.5672|91.0579|
41.4225|214.988|93.1077|
656.394|669.958|91.3806|
813.038|166.254|90.0046|
585.369|808.079|103.543|
629.279|535.529|91.8191|
182.437| 764.68| 95.149|
862.884|564.075|104.167|
362.916|378.834|94.0224|
806.498|672.858|105.434|
950.035|750.931|107.215|
998.798|145.974|91.0751|
882.659|585.495|97.2313|
142.315| 616.64|103.584|
 837.65|7.21301|100.761|
700.197| 898.25|100.016|
539.966|108.021|94.3872|
225.926|243.185|95.4313|
59.5955|762.611|107.287|
30.2658|634.755|91.7634|
829.671|555.894|94.2493|
329.998|890.485|102.182|
547.864|677.575|108.502|
643.957|746.573|100.575|
189.411|191.372| 104.34|
245.428|77.0878|104.575|
177.124|168.652|106.678|
107.322|498.308| 90.827|
217.601|915.796|102.332|
367.869|108.993|101.848|
222.067|873.473|97.8738|
315.376|614.152|101.444|
963.153|269.102|101.638|
649.685|66.4247|91.7008|
986.904| 242.43| 104.61|
403.088|962.258|95.6977|
195.298|14.2985|99.6942|
793.804|263.859|94.8181|
81.8971|322.678|100.177|
 703.59|981.669|96.9205|
814.476|416.278|100.842|
677.043|830.717|98.9546|
 273.26|501.579|92.4287|
 490.95|497.965|92.6935|
671.639|449.471|108.578|
774.244|521.588|101.905|
978.668|157.348|101.739|
542.058|611.049|93.3371|
 912.78|460.975|105.881|
794.734| 833.75|103.122|
 535.56|148.023|98.0099|
170.955|124.892|98.0606|
267.711|963.663|94.9326|
587.527|349.994|97.6198|
571.396|888.815|94.1934|
147.082|92.9463|102.272|
 232.06|241.478| 102.47|
338.717|    462|95.7076|
687.922|855.086|95.5153|
268.809|467.499|96.2227|
334.602|256.152|92.8429|
809.906|691.569|103.619|
784.657|941.443|99.5588|
800.264|173.754|93.6664|
632.739|174.528|103.379|
292.036| 944.26|103.489|
11.7296|48.1294|101.332|
381.197|480.838|104.788|
873.572|445.303|100.583|
510.885|138.145| 98.206|
63.8147|391.593|93.7853|
    552|938.375|106.625|
 881.01|785.927|97.5111|
699.167|295.069|99.8501|
414.736|35.5867|108.152|
505.481|917.692|101.607|
620.935|202.082|95.9969|
979.284|295.307|98.7302|
 317.74|342.062| 103.48|
 730.74|524.865|98.4621|
877.701|119.195|107.408|
852.624|103.423|  100.4|
 905.42|393.671|101.343|
521.837|390.409|102.085|
326.992|901.849|100.616|
 62.919|134.865|92.6442|
516.522|35.1935|93.8532|
456.349|743.546|103.829|
345.975|745.405|103.524|
227.156|871.666| 99.098|
215.452|41.3247|92.9967|
839.161|221.166|108.221|
632.719|834.103|101.202|
0.910726|692.636| 102.81|
510.052|467.471|96.3564|
 586.02|636.537|104.284|
458.752|991.434|99.6598|
426.333|597.297|104.298|
11.0367|  102.8|93.2241|
532.595|200.464|104.774|
138.921| 737.13|99.1842|
609.898|416.529|105.415|
401.087|986.841|104.962|
199.474|755.143|99.0346|
708.643| 490.99|96.9356|
744.369|289.371|91.4848|
591.819| 927.57|101.609|
724.292|730.884|92.7066|
619.053|641.665|106.986|
912.668|502.714|90.1979|
141.332|891.372|103.076|
24.4744|296.048|109.232|
623.693| 115.78|  96.91|
631.094|660.466|90.7826|
810.438| 205.32|95.8356|
578.692|789.999|100.968|
634.203| 364.55|109.255|
6.98835|253.115|99.4411|
533.769|880.368|98.5425|
422.427|576.367|109.568|
699.777|55.0552|96.4188|
983.022|418.548|102.338|
400.361|867.729|98.7389|
433.959|79.8115|99.3654|
475.818|546.569|109.712|
979.656|944.239|96.4974|
864.587|98.0087|97.7463|
655.676| 341.38| 96.789|
 607.98|483.494|106.983|
929.925| 386.33|108.567|
462.369|  866.2|97.7824|
664.214|168.515|101.857|
663.704|13.7681|107.226|
508.276|348.522|95.2846|
278.163|306.888|94.3687|
894.604|854.994|97.1542|
260.442|341.999|105.258|
195.214|624.833|100.574|
775.348|306.171|97.4636|
 72.299|926.824|90.8842|
438.662|250.456|95.1382|
4.45582|788.979|107.358|
450.058|382.924|91.2972|
516.724|172.246|109.224|
 683.42|219.626|91.7355|
125.369|456.265|108.154|
988.877|841.051|93.8208|
462.775|291.008|101.668|
339.839| 842.27|101.712|
962.083|62.9554|91.3326|
649.381|515.621|96.3269|
785.853|302.377|103.686|
426.508|763.546|93.3172|
724.779|139.941|105.218|
133.106|4.98035|96.3331|
861.356|780.363| 102.79|
33.5222|500.399|107.789|
874.324|355.932| 107.46|
 913.62|586.905|101.239|
740.582|558.725|95.0282|
500.769|220.397|100.436|
 75.029|665.343| 96.834|
93.7737| 644.55|96.0432|
782.913|358.031|93.7999|
547.921|419.878| 92.543|
463.915|578.327|90.2944|
973.011|785.088|105.509|
435.362|306.462|100.039|
825.831|25.3943|  93.23|
525.888|747.167|91.2618|
489.466| 508.65|102.751|
292.521|935.786|103.255|
217.452|746.296|102.399|
735.871|336.853|108.282|
904.818|599.749| 92.988|
64.0423|394.296|104.298|
344.916|230.579|100.292|
301.525|12.6985|93.0227|
995.058|995.152|104.124|
97.4661|545.669|96.9296|
257.107|121.136|93.3272|
 790.95|606.103|95.1607|
 227.22|628.119|90.7536|
679.306|648.605|106.621|
857.591|126.978| 95.871|
860.073|28.9263|103.496|
814.615|907.064|104.627|
224.816|670.917|100.847|
182.097|567.329|104.339|
83.4929|999.648| 102.14|
 694.91|84.2685|109.889|
620.893|350.755|102.904|
476.367|755.952|97.0263|
645.803|494.165| 102.48|
18.5621| 508.57|93.2766|
507.966|725.228| 90.814|
521.855|260.506|97.4906|
 419.47|355.914|101.529|
526.213|87.4894|93.3884|
643.694| 848.21|97.0603|
342.143|482.322|93.7324|
3.51172|3.83216|101.755|
324.364|551.576|106.538|
37.8746|184.905|107.922|
172.724|859.355|102.337|
Реальная плотность: 0.0498393
********************************************************************
Испытание4
Плотность: 0.05
********************************************************************
864.119|573.231|101.464|
195.365|568.071|90.3467|
556.144|67.0005|96.0264|
82.9325| 451.39|105.886|
909.572|854.804| 93.219|
506.005|365.184|101.905|
56.2282|365.197|90.7902|
524.657|215.313|94.6955|
748.284| 945.77|98.4266|
822.397|422.117|98.8164|
239.605|428.373|91.6567|
342.226|588.698|91.6212|
678.725|20.4792|100.845|
17.9508|18.6232|104.431|
 516.08|525.918|108.531|
115.889|946.092|97.0962|
 233.41|313.488| 103.63|
97.1062|69.0592|102.417|
482.626|4.08815|93.1168|
284.927|842.221|104.371|
24.2891|357.204| 95.125|
 3.9295|350.805|104.072|
550.614|630.275|98.3518|
582.768|723.769|105.424|
170.459|483.332|94.6448|
450.771|907.596|93.5964|
850.416|104.332|92.4089|
 519.21|550.731|107.729|
612.947|752.022|97.6594|
712.722|213.989| 97.621|
638.407|501.368|107.637|
659.758|809.944|96.3274|
929.539|553.656| 97.945|
203.704|153.128|104.371|
112.887|756.114|95.1014|
885.598|276.107|105.379|
824.767|705.806|108.586|
894.693|374.529|102.544|
330.098|242.692|91.6014|
333.303|679.465|103.942|
245.302|342.867|104.823|
494.624|274.845|108.707|
455.104|826.825|106.677|
259.339|746.172|109.172|
817.102| 46.102|97.4486|
129.883| 416.43| 98.173|
746.911|141.752| 108.18|
80.9111| 768.11|108.292|
308.727|91.5119|95.8506|
104.625|181.075|102.609|
313.112|858.832|95.4007|
900.528|388.671| 99.409|
769.686|96.8136|100.738|
994.836|526.203| 99.814|
943.458|135.316|100.815|
83.3749|791.915|99.5084|
22.8082|397.366|95.5458|
361.937|334.839|91.8686|
129.887|231.372|99.0728|
 217.81|52.4864|99.8149|
232.342|951.359|95.6256|
982.721|526.801|97.6837|
341.453|64.7022|94.5772|
 923.75|262.418|106.641|
906.975|581.828|106.495|
570.589|745.458|97.1242|
380.019| 380.13|98.1988|
351.889|342.045|108.045|
 234.71|55.3157|101.782|
913.991|122.472|99.7221|
208.332|490.824|97.9404|
335.226| 934.89|96.3762|
35.6145|113.451|99.3957|
 817.41|523.271|92.4978|
619.761| 888.76|107.687|
986.163|895.298|101.155|
402.695| 501.15|96.4792|
60.8881|726.469|95.8893|
935.966|844.458|100.063|
 334.72|944.049|94.8715|
30.9463|756.923|90.4989|
520.522|576.342|94.7277|
908.905|691.428|100.129|
616.534|356.655|105.132|
33.7493|832.706|101.242|
546.643|425.585|106.096|
950.753|282.697| 95.525|
852.433|142.683|99.6231|
522.679|983.153|94.7857|
701.453|542.634| 90.787|
312.886|869.507|107.343|
 778.49|768.226|105.836|
154.081| 127.68|91.7567|
986.231|541.144|104.863|
800.616|987.766|102.595|
674.939|995.626|100.423|
284.413|606.058|103.676|
86.8179|661.967|97.8663|
543.062|932.739|92.7024|
788.823|502.841|95.2064|
211.152|  859.1|99.4491|
938.356|118.017| 103.32|
970.094|919.585| 91.191|
352.142|46.9142|103.966|
403.536|158.098|101.239|
304.584|936.572|106.295|
788.121|591.582| 93.197|
767.781|997.981|92.7737|
625.599|180.109|91.5807|
327.952|901.483|107.447|
356.233|516.568|107.704|
955.513|649.331|95.1472|
261.403| 828.94|90.1356|
577.943| 921.69|103.762|
162.712|736.225|108.302|
448.939|869.454|99.7182|
56.9707|929.459|97.2132|
695.407|237.739|92.8988|
493.363| 995.78|106.762|
658.477|833.139|106.747|
139.278|754.856|92.5476|
129.062|542.369|103.012|
406.134|588.884|109.382|
773.088|491.478|107.616|
 768.53|817.581|103.417|
117.965|592.435| 104.09|
975.016|988.489|95.0176|
965.901|75.5984|99.8007|
  520.1|825.806|93.9938|
893.931|147.933|103.271|
787.591|346.605|107.312|
662.109|35.1651|103.462|
390.733| 276.59|104.723|
935.392|392.794|  91.32|
375.286|667.285|107.219|
 332.97|504.721|99.5196|
532.519|533.573|103.849|
522.873|630.725|92.3544|
415.163|387.815|101.495|
267.479|335.659|97.0586|
405.854|838.087|101.041|
475.034|362.445|100.108|
788.416|757.452|92.1116|
766.901|51.2739|101.192|
442.054|228.234|94.3631|
89.5819|965.503|104.298|
625.738|32.7152|106.833|
120.726|373.781|103.053|
 979.51|979.092|97.6747|
66.1175|235.311|97.2359|
432.677|679.056|90.2481|
 757.98|894.218|93.5692|
565.598|723.113|95.2213|
179.639|652.413|104.882|
747.736|312.937| 92.424|
978.384|211.523|102.189|
230.952|195.146| 96.991|
9.80943|405.517|90.8668|
622.684|316.778|107.226|
247.271|23.6947|98.3372|
645.056| 627.14|96.8064|
234.666|156.368|97.0129|
171.048|155.979|107.646|
416.564|845.889|105.578|
 551.44|537.609|94.2919|
220.049|226.028|95.4177|
415.195|303.418|93.6358|
 145.56|57.1103|103.475|
276.929|461.267|99.3061|
171.872|266.961|95.6396|
485.017|107.106|103.875|
    263|156.242|97.9302|
461.774|436.373|102.908|
778.034| 5.7402|95.2419|
340.361|509.696|104.801|
225.694| 931.78|102.521|
 303.19|954.397|98.9017|
 427.62|869.057|95.1661|
173.124|658.018|94.4011|
761.446|751.829| 101.79|
 67.615|609.469|100.693|
561.972|704.716|97.0347|
200.829|960.472|92.6302|
79.4276|564.291|90.2481|
412.841|66.9868|93.9164|
2.97527|836.017|96.4755|
45.3931|58.3093|101.024|
977.064|417.639|97.6166|
708.741|658.511|101.063|
977.772|740.894|99.8821|
877.313|29.6245|92.5072|
801.951|995.956|96.3788|
258.549|863.534|105.107|
869.866|414.784|101.702|
454.889| 139.39|103.931|
364.632|84.0825|93.4997|
864.031|822.362|95.8709|
229.572|496.948|104.644|
375.533|710.347| 95.199|
428.252|268.931|104.884|
727.157|189.749|101.109|
95.8601|998.145|100.903|
121.965|600.769|100.313|
522.113|566.475|106.545|
645.509|574.826|92.8046|
278.784|397.365|90.5641|
892.083|532.902|94.3664|
451.381|863.666|104.432|
101.385|732.802|104.876|
21.0027|959.136|107.011|
423.237| 260.38|103.429|
778.518|29.7889|100.035|
568.105|406.637|107.789|
687.405|387.656| 105.78|
 858.52|878.015|98.7605|
351.173|616.987|108.962|
874.264|600.159| 100.86|
778.683|904.955|93.1609|
938.021|99.3827|106.812|
891.296|381.879|90.4929|
791.745|190.518|97.0576|
968.994|855.371|90.3671|
929.724|673.213|98.8754|
270.986|193.247|99.6616|
692.966| 642.14|104.459|
284.277|38.3775|96.1373|
453.811|749.556| 105.65|
106.723|899.618|108.617|
844.893|233.114|98.5254|
607.382|794.882|106.035|
576.683| 93.254| 90.348|
